brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_KM,Milage_per_Year,Price_per_Year,Is_Automatic
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,73500,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,19000.0,11,0.2584998843553149,6125.0,1583.3333333333333,0
Nissan,Altima 2.5 SL,2014,153350,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000.0,12,0.05868889019308645,11796.153846153846,692.3076923076923,0
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,74000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Silver,None reported,Yes,25500.0,7,0.34458993797381116,9250.0,3187.5,0
BMW,328 i xDrive,2013,52000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,17500.0,13,0.3365319897694275,3714.285714285714,1250.0,0
Audi,Q4 e-tron 50 Premium Plus,2022,250,Gasoline,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,52000.0,4,207.17131474103584,50.0,10400.0,0
Nissan,Pathfinder S,2017,145000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500.0,9,0.05862028537734223,14500.0,850.0,0
Subaru,Ascent Touring 7-Passenger,2020,40971,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,32500.0,6,0.7932246412183931,5853.0,4642.857142857143,0
Ford,E350 Super Duty XLT,2010,248000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,14000.0,16,0.05645138527667227,14588.235294117647,823.5294117647059,0
GMC,HUMMER EV Edition 1,2023,940,Gasoline,Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,146000.0,3,155.15409139213602,235.0,36500.0,0
BMW,M3 CS,2018,38000,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,60500.0,8,1.5920633667535065,4222.222222222223,6722.222222222223,0
Acura,TLX V6 Advance,2016,128000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,19500.0,10,0.1523425598237514,11636.363636363636,1772.7272727272727,0
Chevrolet,Silverado 1500 ZR2,2022,7455,Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,Yes,68990.0,4,9.252950643776824,1491.0,13798.0,1
Ford,Edge Sport,2016,92000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,19995.0,10,0.2173345941891936,8363.636363636364,1817.7272727272727,0
Porsche,911 Carrera Cabriolet,2001,21450,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,36000.0,25,1.678243438534334,825.0,1384.6153846153845,0
Nissan,Murano SL,2021,43875,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Magnetic Black,Graphite,At least 1 accident or damage reported,Yes,29725.0,5,0.6774774364117058,7312.5,4954.166666666667,0
Pontiac,G8 GT,2009,81327,Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17500.0,17,0.21517804446193192,4518.166666666667,972.2222222222222,0
Mercedes-Benz,E-Class E 350,2021,72836,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,41000.0,5,0.5629007235333691,12139.333333333334,6833.333333333333,0
McLaren,720S Performance,2020,5072,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,279950.0,6,55.184309087325055,724.5714285714286,39992.857142857145,0
Jeep,Commander Sport,2007,161900,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4800.0,19,0.029647747697667093,8095.0,240.0,0
Audi,A5 45 S line Premium Plus,2022,24500,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,47000.0,4,1.918289049426554,4900.0,9400.0,0
BMW,M550 i xDrive,2018,14993,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44900.0,8,2.99453114579165,1665.888888888889,4988.888888888889,0
Volkswagen,Jetta 1.4T R-Line,2019,96000,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,White,At least 1 accident or damage reported,Yes,14980.0,7,0.15604004124957033,12000.0,1872.5,0
Porsche,Taycan 4S,2022,7900,Gasoline,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,Red,–,None reported,Yes,108000.0,4,13.669155803062903,1580.0,21600.0,0
Cadillac,CTS 2.0L Turbo Luxury,2019,35566,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26000.0,7,0.7310147046419434,4445.75,3250.0,0
Lexus,IS-F Base,2008,113000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,34000.0,18,0.30088229307705244,5947.368421052632,1789.4736842105262,0
Ford,Explorer XLT,2022,20678,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,46000.0,4,2.224478939987427,4135.6,9200.0,0
Porsche,911 Turbo Cabriolet,2008,10900,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,129000.0,18,11.833776717732318,573.6842105263158,6789.473684210527,0
Buick,LaCrosse Leather,2012,19079,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gold,Beige,None reported,Yes,15995.0,14,0.8383123689727463,1271.9333333333334,1066.3333333333333,0
Mazda,RX-8 Sport,2008,155500,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,6800.0,18,0.043729622317541364,8184.210526315789,357.89473684210526,0
Ford,Mustang GT Premium,2019,35500,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,32300.0,7,0.9098335258161742,4437.5,4037.5,0
Mazda,Mazda6 Touring,2021,52253,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,25215.0,5,0.48254679067631184,8708.833333333334,4202.5,0
Ford,Ranger Edge SuperCab,2004,110000,Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500.0,22,0.07727202479977455,4782.608695652174,369.5652173913044,0
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,59250,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18999.0,10,0.3206528159862281,5386.363636363636,1727.1818181818182,0
Ford,Thunderbird Deluxe,2004,39000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,22000.0,22,0.5640881003051204,1695.6521739130435,956.5217391304348,0
Hummer,H2 Base,2008,155000,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,37000.0,18,0.2387081373668557,8157.894736842105,1947.3684210526317,0
BMW,X5 sDrive35i,2017,39250,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,28900.0,9,0.7362869735802909,3925.0,2890.0,0
BMW,X3 xDrive30i,2020,23647,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37998.0,6,1.606816644113667,3378.1428571428573,5428.285714285715,0
Hyundai,Accent GLS,2014,127941,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500.0,12,0.05862031232902409,9841.615384615385,576.9230769230769,0
RAM,1500 Big Horn,2014,124000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24850.0,12,0.20040160966443818,9538.461538461539,1911.5384615384614,0
Ford,Bronco Heritage Edition Advanced,2023,1500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,–,None reported,Yes,60000.0,3,39.973351099267155,375.0,15000.0,0
MINI,Countryman Cooper S ALL4,2014,70700,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,15750.0,12,0.22276912632070267,5438.461538461538,1211.5384615384614,0
Cadillac,Escalade Premium,2013,113395,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,18800.0,13,0.1657906804472821,8099.642857142857,1342.857142857143,0
Mercedes-Benz,GLE 350 GLE 350,2022,18815,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Yes,61998.0,4,3.2949617346938775,3763.0,12399.6,1
Toyota,4Runner Limited,2014,65000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,27999.0,12,0.43074721927354964,5000.0,2153.769230769231,0
Audi,A8 L 55,2019,23350,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,48000.0,7,2.0555864845188645,2918.75,6000.0,0
Lexus,ES 350 Base,2019,39000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,34000.0,7,0.8717725186533679,4875.0,4250.0,0
Toyota,4Runner Limited Nightshade,2019,48842,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,–,At least 1 accident or damage reported,Yes,39857.0,7,0.8160227668243146,6105.25,4982.125,0
FIAT,500 Sport,2015,47800,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500.0,11,0.24058074098868223,3983.3333333333335,958.3333333333334,0
Ford,Maverick XLT,2022,52000,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,28000.0,4,0.538451183631084,10400.0,5600.0,0
Ford,Mustang GT,2006,16000,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,22000.0,20,1.374914067870758,761.9047619047619,1047.6190476190477,0
Jeep,Wrangler Sport,2023,7102,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,40995.0,3,5.771504997888216,1775.5,10248.75,0
Jeep,Grand Cherokee Limited,2015,157000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,17000.0,11,0.10827956509831148,13083.333333333334,1416.6666666666667,0
Ford,Mustang Mach-E GT,2023,9095,Gasoline,480.0HP Electric Motor Electric Fuel System,A/T,Orange,Gray,None reported,Yes,59000.0,3,6.48636763412489,2273.75,14750.0,0
Jeep,Compass Sport,2010,179700,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,4500.0,16,0.02504159687480871,10570.588235294117,264.70588235294116,0
Lexus,LS 430 Base,2006,170000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500.0,20,0.044117387544779146,8095.238095238095,357.14285714285717,0
Rolls-Royce,Cullinan,2022,3420,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Red,Black,None reported,Yes,399950.0,4,116.91026015784858,684.0,79990.0,0
Ford,F-250 King Ranch,2021,93400,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Red,Brown,None reported,Yes,69995.0,5,0.7494031113157247,15566.666666666666,11665.833333333334,0
BMW,X5 xDrive50i,2011,110000,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,At least 1 accident or damage reported,Yes,12000.0,15,0.1090899173643876,6875.0,750.0,0
Porsche,911 Carrera,2016,22500,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,78000.0,10,3.466512599440025,2045.4545454545455,7090.909090909091,0
Ford,Focus ST Base,2013,20800,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,19795.0,13,0.9516369405317052,1485.7142857142858,1413.9285714285713,0
Lexus,ES 300h Base,2018,100868,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,23400.0,8,0.23198405853136245,11207.555555555555,2600.0,0
Volkswagen,CC Sport,2012,131986,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,9000.0,14,0.06818853371922992,8799.066666666668,600.0,0
Volkswagen,Golf SportWagen TSI S 4-Door,2016,127770,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,13800.0,10,0.10800572899953824,11615.454545454546,1254.5454545454545,0
Porsche,911 Carrera S,2013,56985,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,65900.0,13,1.1564243849366511,4070.3571428571427,4707.142857142857,0
Toyota,Prius Plug-in Base,2014,106000,Plug-In Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Green,Beige,At least 1 accident or damage reported,Yes,11800.0,12,0.11131970453108933,8153.846153846154,907.6923076923077,0
Ford,F-250 XLT,2019,92671,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,50000.0,7,0.5395372928176796,11583.875,6250.0,0
Mercedes-Benz,S-Class S 560 4MATIC,2019,49500,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,55900.0,7,1.1292701157552372,6187.5,6987.5,0
Porsche,911 Carrera,2020,16741,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,112500.0,6,6.719627284673277,2391.5714285714284,16071.42857142857,0
Ford,Mustang GT,2011,133504,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,23500.0,15,0.1760233699112393,8344.0,1468.75,0
Cadillac,CTS 2.0L Turbo Luxury,2019,20296,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Red Obsession,Very Light Cashmere,None reported,Yes,30599.0,7,1.5075626939941864,2537.0,3824.875,0
Volkswagen,Jetta 1.4T R-Line,2019,55234,Gasoline,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Platinum Gray Metallic,Black / Gray,None reported,Yes,19290.0,7,0.34923508644880963,6904.25,2411.25,0
Jeep,Wrangler X,2005,162482,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Gray,None reported,Yes,11000.0,21,0.0676993900900402,7385.545454545455,500.0,0
Lincoln,LS V8,2002,42000,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,11000.0,24,0.26189852622556603,1680.0,440.0,0
Ford,F-150 Lightning LARIAT,2022,470,Gasoline,563.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Gray,None reported,Yes,71900.0,4,152.65392781316348,94.0,14380.0,0
Mercedes-Benz,C-Class C55 AMG Sport,2006,98300,Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15900.0,20,0.16174810022278513,4680.952380952381,757.1428571428571,0
Audi,S6 4.0T Prestige,2013,53900,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,27450.0,13,0.5092669894807147,3850.0,1960.7142857142858,0
BMW,335 i xDrive,2013,82849,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,19999.0,13,0.24138805069402536,5917.785714285715,1428.5,0
Porsche,911 Carrera 4S Cabriolet,2009,25500,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,79995.0,17,3.136935806438963,1416.6666666666667,4444.166666666667,0
Kia,Forte LXS,2020,53452,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,16995.0,6,0.3179428656950966,7636.0,2427.8571428571427,0
Chevrolet,Corvette Base,2004,40011,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,23500.0,22,0.5873238028591422,1739.608695652174,1021.7391304347826,0
Hyundai,Santa Fe Sport 2.0L Turbo,2018,45800,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,20900.0,8,0.4563219143686819,5088.888888888889,2322.222222222222,0
RAM,1500 Laramie,2022,15741,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Flame Red Clearcoat,Black,None reported,Yes,45999.0,4,2.922055647312921,3148.2,9199.8,0
Kia,Sorento SX Prestige,2023,11100,Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,40200.0,3,3.621295378794703,2775.0,10050.0,0
Ford,F-250 XL,2020,36000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,44000.0,6,1.2221882725479847,5142.857142857143,6285.714285714285,0
BMW,X5 xDrive35i,2013,69750,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,15999.0,13,0.2293730555834325,4982.142857142857,1142.7857142857142,0
Mercedes-Benz,C-Class C 300 4MATIC,2021,19162,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,38500.0,5,2.0090799979126444,3193.6666666666665,6416.666666666667,0
Audi,Q5 S line Premium Plus,2023,6046,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,Yes,51598.0,3,8.532826194807342,1511.5,12899.5,1
Ford,Explorer XLT,2020,17000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,21000.0,6,1.2352214575613198,2428.5714285714284,3000.0,0
Audi,A6 55 Premium,2019,10832,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,42500.0,7,3.9231976368503645,1354.0,5312.5,0
Toyota,Matrix XR,2004,173452,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,4000.0,22,0.023061002115846944,7541.391304347826,173.91304347826087,0
Kia,Optima SX Turbo,2017,103338,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Remington Red Metallic,Black,At least 1 accident or damage reported,Yes,17238.0,9,0.16681020718218678,10333.8,1723.8,0
Ford,F-150 Lariat,2022,28000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,53500.0,4,1.910646048355416,5600.0,10700.0,0
Audi,Q8 3.0T Premium,2019,51984,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,44870.0,7,0.8631335962296817,6498.0,5608.75,0
Chevrolet,Corvette Stingray w/2LT,2020,8974,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,79900.0,6,8.902506963788301,1282.0,11414.285714285714,0
Scion,tC Anniversary Edition,2014,99999,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,10998.0,12,0.10998,7692.2307692307695,846.0,0
Mercedes-Benz,C-Class C 300,2017,59400,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,21000.0,9,0.3535294018619215,5940.0,2100.0,0
Nissan,Murano SV,2020,47147,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Brilliant Silver Metallic,Graphite,None reported,Yes,23625.0,6,0.5010817001781623,6735.285714285715,3375.0,0
Ford,Mustang GT,2018,53782,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,29950.0,8,0.5568674116356469,5975.777777777777,3327.777777777778,0
Ford,Taurus SHO,2011,160000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,4700.0,15,0.029374816407397454,10000.0,293.75,0
Chevrolet,Tahoe LTZ,2015,500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,37000.0,11,73.85229540918164,41.666666666666664,3083.3333333333335,0
Ford,Escape SEL,2020,42000,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19000.0,6,0.4523701816623414,6000.0,2714.285714285714,0
Dodge,Grand Caravan SE,2018,64000,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,35000.0,8,0.5468664552116373,7111.111111111111,3888.8888888888887,0
Hyundai,Elantra HEV Limited,2021,28600,Hybrid,139.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,None reported,Yes,23999.0,5,0.8390965350861858,4766.666666666667,3999.8333333333335,0
GMC,Canyon Denali,2019,26339,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,36750.0,7,1.3952164009111618,3292.375,4593.75,0
Alfa,Romeo Giulia Quadrifoglio,2018,28644,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,41500.0,8,1.4487694187467273,3182.6666666666665,4611.111111111111,0
Subaru,Impreza WRX,2008,148740,Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,14500.0,18,0.09748488984207448,7828.421052631579,763.1578947368421,0
GMC,Sierra 2500 Denali,2021,16919,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,73000.0,5,4.314420803782506,2819.8333333333335,12166.666666666666,0
Chevrolet,Tahoe LS,2005,170000,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,9000.0,21,0.05294086505373498,7727.272727272727,409.09090909090907,0
Mercedes-Benz,SL-Class SL 550,2013,130000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,26900.0,13,0.20692148521934448,9285.714285714286,1921.4285714285713,0
Ford,Escape PHEV SE,2022,1889,Plug-In Hybrid,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,White,Gray,None reported,Yes,32850.0,4,17.38095238095238,377.8,6570.0,0
Dodge,Charger GT,2018,62197,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,White Knuckle Clearcoat,Black,None reported,Yes,26691.0,8,0.42912955400495195,6910.777777777777,2965.6666666666665,0
Ford,F-150 XLT,2016,71000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,–,At least 1 accident or damage reported,Yes,24350.0,10,0.34295291615611045,6454.545454545455,2213.6363636363635,0
Lexus,NX 200t Base,2016,83400,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,22495.0,10,0.2697209865589142,7581.818181818182,2045.0,0
Cadillac,XT5 Base,2019,74414,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,26000.0,7,0.34939192367130284,9301.75,3250.0,0
Ford,Mustang Shelby GT500,2010,29816,Gasoline,540.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,38000.0,16,1.274440755273837,1753.8823529411766,2235.294117647059,0
Ford,F-250 Lariat,2015,68749,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,45000.0,11,0.6545454545454545,5729.083333333333,3750.0,0
BMW,325 i,2005,190395,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,5000.0,21,0.02626105590453581,8654.318181818182,227.27272727272728,0
Lamborghini,Huracan LP610-4,2015,34152,Gasoline,602.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,185500.0,11,5.431440869030539,2846.0,15458.333333333334,0
Toyota,Camry XLE,2007,98528,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,7450.0,19,0.07561225629002628,4926.4,372.5,0
BMW,335 i,2011,91500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,13599.0,15,0.14862132654287932,5718.75,849.9375,0
Chevrolet,Camaro 1SS,2017,50850,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,37000.0,9,0.7276159760869992,5085.0,3700.0,0
