brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_KM,Milage_per_Year
Volvo,XC60 3.2,2012,102000,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,10800.0,14,0.10588131488906971,6800.0
Subaru,Impreza WRX Sti Special Edition,2010,8700,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,39900.0,16,4.585679806918745,511.7647058823529
Chevrolet,Bolt EV LT,2018,49279,Gasoline,200.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Gray,None reported,Yes,17500.0,8,0.35511363636363635,5475.444444444444
Chevrolet,Monte Carlo Supercharged SS,2004,148800,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,6500.0,22,0.04368250213372222,6469.565217391304
Cadillac,Escalade Platinum Edition,2012,160249,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12900.0,14,0.08049921996879875,10683.266666666666
Chrysler,300M Base,2004,45000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,6000.0,22,0.13333037043621254,1956.5217391304348
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000,Diesel,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,19500.0,20,0.11538393263945183,8047.619047619048
Mercedes-Benz,AMG C 63 S,2017,46000,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,56000.0,9,1.217364839894785,4600.0
Ferrari,488 Spider Base,2019,13900,Gasoline,660.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,315000.0,7,22.660240270484138,1737.5
Acura,TLX V6 Tech,2015,38000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,21900.0,11,0.5763006236677982,3166.6666666666665
Chevrolet,Corvette Z06,2006,42000,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,42000.0,20,0.9999761910430705,2000.0
Lexus,NX 350h Premium,2024,300,Hybrid,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,50999.0,2,169.43189368770763,100.0
Mercedes-Benz,SLK-Class SLK 350,2008,120800,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,13900.0,18,0.11506527263847154,6357.894736842105
Jeep,Wrangler Unlimited Sahara,2020,76313,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Hellayella Clearcoat,Black,None reported,Yes,35234.0,6,0.4616977225672878,10901.857142857143
Chevrolet,Silverado 1500 LT,2012,104000,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,16500.0,14,0.15865232065076298,6933.333333333333
Lexus,GX 460 Base,2010,97097,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,22000.0,16,0.22657521267173372,5711.588235294118
Jeep,Wrangler Unlimited X,2008,136731,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Yellow,Gray,None reported,Yes,15900.0,18,0.11628587309481321,7196.368421052632
RAM,1500 Tradesman/Express,2017,40200,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,24000.0,9,0.5970000746250094,4020.0
Ford,Explorer ST,2021,39105,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None reported,Yes,44605.0,5,1.1406178080090013,6517.5
Mercedes-Benz,G 550 4x4 Squared Base,2017,23567,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,215000.0,9,9.12253903598099,2356.7
BMW,M4 Competition,2021,12500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,90000.0,5,7.199424046076314,2083.3333333333335
Chevrolet,Colorado ZR2,2019,38900,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,34700.0,7,0.8920079175342536,4862.5
Lincoln,Navigator L Select,2016,84272,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25221.0,10,0.2992773486169948,7661.090909090909
Mercedes-Benz,E-Class E 350,2016,58375,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,24999.0,10,0.4282410579690284,5306.818181818182
Ford,Mustang Shelby GT500,2007,7346,Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,40999.0,19,5.5803729413366,367.3
Dodge,Charger SRT8,2008,98231,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,15500.0,18,0.15778972229008878,5170.0526315789475
Jaguar,XK Base,2007,56000,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,18000.0,19,0.3214228317351476,2800.0
Honda,Civic EX,2020,13935,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,26000.0,6,1.8656716417910448,1990.7142857142858
Subaru,Impreza 2.0i,2019,30000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,21250.0,7,0.708309723009233,3750.0
Saab,9-3 Aero,2009,106000,Gasoline,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,12950.0,17,0.12216865878623787,5888.888888888889
BMW,650 Gran Coupe i xDrive,2014,82978,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,Yes,18700.0,12,0.22535822316489715,6382.923076923077
Jeep,Wrangler Unlimited Sport,2018,58500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,35000.0,8,0.5982803712757047,6500.0
Ford,F-350 King Ranch,2015,92421,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Brown,None reported,Yes,51900.0,11,0.5615546082101665,7701.75
Mazda,CX-30 Preferred,2020,9927,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,27518.0,6,2.7717566478646254,1418.142857142857
Lexus,RX 330 Base,2006,110250,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11000.0,20,0.09977233766587151,5250.0
INFINITI,QX56 Base,2011,103010,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,13500.0,15,0.13105396511052217,6438.125
Hyundai,Veloster Value Edition,2017,55359,Gasoline,1.6L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Ironman Silver,Black,None reported,Yes,15599.0,9,0.2817738439306358,5535.9
Rivian,R1S Launch Edition,2022,7800,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,92500.0,4,11.857454172541981,1560.0
Land,Rover Range Rover HSE SWB,2020,41500,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Gray,None reported,Yes,68000.0,6,1.6385147345847089,5928.571428571428
BMW,M4 Base,2020,28000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,59900.0,6,2.139209313953073,4000.0
Mercedes-Benz,E-Class E 350,2014,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,24500.0,12,0.45793536569409915,4115.384615384615
Honda,Accord Hybrid Base,2021,33523,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Lunar Silver Metallic,Gray,None reported,Yes,28748.0,5,0.8575349003698842,5587.166666666667
Toyota,Prius v Three,2016,86300,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,18000.0,10,0.20857232245281052,7845.454545454545
Subaru,WRX Premium,2022,7738,Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,At least 1 accident or damage reported,Yes,33000.0,4,4.264116810957488,1547.6
Bentley,Bentayga Speed,2020,22001,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,173995.0,6,7.908144714116898,3143.0
Ford,Explorer ST,2022,14361,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,51500.0,4,3.5858515527085366,2872.2
Chevrolet,Suburban LT,2016,98000,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,30000.0,10,0.306119325313007,8909.09090909091
Chevrolet,Silverado 1500 Limited Custom,2022,30455,Gasoline,2.7 Liter DOHC Turbo,Automatic,Summit White,Jet Black,None reported,Yes,37698.0,4,1.2377856579984239,6091.0
Ford,Explorer Platinum,2020,64552,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Iconic Silver Metallic,Ebony,At least 1 accident or damage reported,Yes,36750.0,6,0.569299645252738,9221.714285714286
Lexus,RX 350 Base,2017,103866,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,24700.0,9,0.2378041148776801,10386.6
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,35650,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,57999.0,7,1.6268547866820005,4456.25
Ford,Explorer Platinum,2021,64957,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,Light Slate,None reported,Yes,39979.0,5,0.6154592198035653,10826.166666666666
Dodge,Challenger SRT8 392,2012,33700,–,–,6-Speed M/T,Black,Black,None reported,Yes,33500.0,14,0.9940357852882704,2246.6666666666665
Chevrolet,Equinox 2LT,2012,96653,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,7500.0,14,0.07759637469737414,6443.533333333334
Dodge,Challenger SXT,2022,29500,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,31000.0,4,1.0508118368868853,5900.0
Porsche,911 Carrera,2021,7400,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,116999.0,5,15.808539386569382,1233.3333333333333
Volvo,XC70 T6 Platinum,2012,69000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15900.0,14,0.23043144302256488,4600.0
Lexus,GX 470 Base,2005,198000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15500.0,21,0.07828243291700547,9000.0
Porsche,911 Carrera GTS,2015,23600,Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,132900.0,11,5.631117325537054,1966.6666666666667
Volvo,XC70 3.2,2008,170000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,7000.0,18,0.0411762283751272,8947.368421052632
Nissan,350Z NISMO,2008,76500,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,28000.0,18,0.36600828747336633,4026.315789473684
Porsche,911 Turbo,2007,73500,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,75499.0,19,1.027183303628522,3675.0
Land,Rover Range Rover SWB,2020,29000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,70000.0,6,2.413709872073377,4142.857142857143
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29500.0,9,0.4250414235285642,6940.4
Lexus,IS 350 Base,2007,103000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,12900.0,19,0.12524150250968438,5150.0
Porsche,Macan S,2015,70500,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,26500.0,11,0.3758811931745649,5875.0
Land,Rover Range Rover 5.0L Supercharged,2016,64000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,36995.0,10,0.5780378431587007,5818.181818181818
GMC,Savana 2500 Work Van,2018,63460,E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,33000.0,8,0.5200044121586486,7051.111111111111
Toyota,4Runner SR5,2018,32199,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,35500.0,8,1.1024844720496894,3577.6666666666665
Hyundai,Palisade SEL,2020,69487,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32000.0,6,0.46051116739580933,9926.714285714286
GMC,Sierra 2500 Denali,2015,86000,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Brown,None reported,Yes,49000.0,11,0.5697608167346891,7166.666666666667
Genesis,GV70 3.5T Sport,2022,8730,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Alta White,Red,None reported,Yes,48219.0,4,5.522735081892108,1746.0
Chevrolet,Impala 1LT,2017,70000,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17900.0,9,0.2557106327052471,7000.0
Audi,A4 2.0T Premium Plus,2015,83420,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,16000.0,11,0.19179822826386642,6951.666666666667
Nissan,Altima 2.5 S,2003,189000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,2899.0,23,0.015338543182311204,7875.0
Porsche,911 Carrera 4S,2017,31500,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,97555.0,9,3.096885813148789,3150.0
BMW,X1 xDrive 28i,2015,85766,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13000.0,11,0.1515734489955344,7147.166666666667
GMC,Yukon Denali,2018,92800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,34000.0,8,0.3663753623344576,10311.111111111111
Land,Rover Defender SE,2021,13970,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,75500.0,5,5.404051249015819,2328.3333333333335
Porsche,911 Turbo S,2023,154,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Python Green,Black,None reported,Yes,274900.0,3,1773.5483870967741,38.5
Scion,xB Base,2011,95426,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,8000.0,15,0.08383371582466179,5964.125
Mazda,CX-30 Select,2020,23162,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,25495.0,6,1.1006778051202348,3308.8571428571427
BMW,M4 Competition,2023,3950,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,83500.0,3,21.133890154391292,987.5
Porsche,911 Carrera 4S,2006,80000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,43000.0,20,0.5374932813339833,3809.5238095238096
Ford,F-250 Lariat,2015,94634,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,32500.0,11,0.34342473714798966,7886.166666666667
Chevrolet,Corvette Base,2007,65000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,33885.0,19,0.5212996723127337,3250.0
Lexus,LS 460 L,2008,100000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500.0,18,0.11499885001149988,5263.1578947368425
Toyota,Sienna XSE 25th Anniversary,2023,500,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,59500.0,3,118.7624750499002,125.0
Mercedes-Benz,AMG G 63 Base,2021,7856,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,China Blue,Black,None reported,Yes,425000.0,5,54.09189257986509,1309.3333333333333
Audi,A4 2.0T Premium quattro,2011,181000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,5500.0,15,0.030386572449875967,11312.5
Mercedes-Benz,GLC 300 Base 4MATIC,2018,48700,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,None reported,Yes,27900.0,8,0.5728835136855506,5411.111111111111
Porsche,911 Turbo Cabriolet,2009,13500,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,130000.0,17,9.6289163765647,750.0
Toyota,86 860 Special Edition,2017,87500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,20000.0,9,0.22856881635638449,8750.0
Tesla,Model 3 Long Range,2018,36187,Gasoline,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,28895.0,8,0.7984691057809219,4020.777777777778
Hyundai,Tucson SEL,2022,13666,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Portofino Gray,Black,None reported,Yes,27999.0,4,2.048657349820736,2733.2
Porsche,911 Carrera S,2007,50500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,56000.0,19,1.108888932892418,2525.0
Lincoln,Nautilus Reserve,2021,19291,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Ebony,None reported,Yes,44340.0,5,2.298362015343147,3215.1666666666665
Ford,Mustang Boss 302,2012,1295,Gasoline,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,None reported,Yes,49990.0,14,38.57253086419753,86.33333333333333
Cadillac,Escalade Premium Luxury,2017,55000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,49900.0,9,0.9072562317048781,5500.0
MINI,Cooper Base,2010,74000,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,9650.0,16,0.1304036431940109,4352.941176470588
Dodge,Durango R/T,2022,14976,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,White Knuckle Clearcoat,Black,None reported,Yes,49999.0,4,3.3383855244708553,2995.2
BMW,X5 xDrive35i,2018,25348,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Imperial Blue Metallic,Black,At least 1 accident or damage reported,Yes,33889.0,8,1.336896919010612,2816.4444444444443
Chevrolet,Corvette Base,2010,23133,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,35000.0,16,1.512924699576381,1360.764705882353
Jaguar,XE 20d Prestige,2018,34322,Diesel,2.0 Liter,Automatic,Blue,Beige,None reported,Yes,29998.0,8,0.8739912012353233,3813.5555555555557
Dodge,Challenger R/T,2021,39960,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,28500.0,5,0.7131953654813443,6660.0
BMW,550 i xDrive,2016,76400,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,31300.0,10,0.4096805015641157,6945.454545454545
Ford,Explorer XLT,2022,18533,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Ebony,None reported,Yes,38978.0,4,2.1030538469839213,3706.6
GMC,Yukon XL Denali,2023,7500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,92888.0,3,12.383415544594055,1875.0
INFINITI,QX80 SENSORY,2022,26520,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,64000.0,4,2.4131820067116623,5304.0
Land,Rover Range Rover 3.0L Supercharged,2014,59500,E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,None reported,Yes,33800.0,12,0.5680576797028621,4576.923076923077
Honda,Pilot EX-L,2020,44000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,34999.0,6,0.7954137405968046,6285.714285714285
Toyota,4Runner Limited,2016,82260,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Nautical Blue Pearl,Black,None reported,Yes,31906.0,10,0.38786302135884565,7478.181818181818
Porsche,911 Carrera Cabriolet,2006,52744,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,37500.0,20,0.7109678642525358,2511.6190476190477
BMW,i8 Base,2019,28200,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Gray,Beige,At least 1 accident or damage reported,Yes,79950.0,7,2.8350058508563527,3525.0
Chevrolet,Suburban Premier,2018,84224,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Jet Black,None reported,Yes,43775.0,8,0.5197387948946275,9358.222222222223
BMW,X2 xDrive28i,2018,66690,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,24900.0,8,0.37336372224138187,7410.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,41500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,39848.0,8,0.9601696344666394,4611.111111111111
BMW,750 i xDrive,2014,85095,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,24900.0,12,0.29261069850521765,6545.7692307692305
Volvo,S60 T5 Premier Plus,2015,39000,Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,17900.0,11,0.4589625907028025,3250.0
Tesla,Model Y Long Range,2022,20500,Gasoline,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,46500.0,4,2.2681820399004926,4100.0
Ford,F-350 Platinum,2019,112000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,61995.0,7,0.5535218435549683,14000.0
Volkswagen,ID.4 Pro S,2023,1716,Gasoline,Battery Electric,Automatic,Gray,Gray w/Blue Bolsters,None reported,Yes,39998.0,3,23.295282469423412,429.0
Audi,A3 2.0T Premium,2016,90360,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15499.0,10,0.17152311284735672,8214.545454545454
Ford,Explorer Limited,2020,82146,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,None reported,Yes,30825.0,6,0.37524194431933,11735.142857142857
Ford,Mustang GT Premium,2020,16850,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,41000.0,6,2.4330900243309004,2407.1428571428573
Honda,S2000 Base,2003,101000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,28000.0,23,0.27722497797051515,4208.333333333333
BMW,M235 i,2015,68750,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,25999.0,11,0.3781617721924045,5729.166666666667
Lamborghini,Aventador S Base,2018,5858,Gasoline,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,491836.0,8,83.94538317118962,650.8888888888889
Dodge,Durango SLT,2004,143000,Gasoline,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,3200.0,22,0.02237746589184691,6217.391304347826
Nissan,Armada LE,2005,152270,Gasoline,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,6900.0,21,0.04531394684477018,6921.363636363636
Kia,Sorento S,2021,19605,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,Yes,33591.0,5,1.713302050392737,3267.5
